id,input_len,output_len,arrival_time
111937,138,6812,111902819.137661
111938,92,23588,111903415.204892
111939,146,6491,111904072.610863
111940,164,30000,111906118.659481
111941,389,8337,111910412.140771
111942,211,16993,111910600.649114
111943,1336,20028,111910885.509246
111944,192,30000,111913104.235848
111945,193,12216,111913150.464700
111946,176,19660,111913518.556397
111947,114,21643,111919204.017626
111948,70,21202,111919455.519804
111949,126,12872,111920248.270328
111950,104,22231,111921182.586322
111951,75,6335,111922397.347185
111952,229,30000,111922967.632139
111953,219,30000,111923055.021262
111954,224,30000,111924510.016316
111955,87,8165,111925254.017177
111956,128,6988,111925583.950368
111957,118,16188,111925687.770552
111958,116,9208,111929569.693793
111959,137,10347,111931145.948116
111960,338,7875,111932007.160562
111961,124,7294,111932383.511105
111962,234,18537,111936334.885628
111963,112,11928,111937077.531431
111964,217,30000,111937868.090239
111965,131,9765,111938716.980403
111966,83,30000,111940193.780845
111967,116,11906,111940521.517748
111968,164,30000,111940623.948479
111969,550,8436,111945600.449742
111970,111,15142,111947207.579303
111971,108,12449,111948387.045423
111972,91,6377,111949652.775194
111973,105,16649,111953912.336148
111974,192,24306,111954061.019397
111975,138,7517,111954065.962496
111976,124,16003,111955603.286100
111977,93,10384,111955635.942244
111978,156,21350,111956157.649202
111979,149,29664,111957478.144933
111980,82,8877,111959136.209363
111981,107,15042,111959694.049135
111982,148,29704,111960436.902809
111983,155,5602,111961263.297729
111984,121,7490,111961305.560531
111985,357,16074,111961928.681767
111986,104,14468,111962122.376765
111987,128,17621,111962272.007514
111988,100,9379,111963136.183488
111989,141,5405,111963279.068479
111990,129,19582,111964186.368717
111991,126,24258,111964504.289300
111992,98,21128,111966119.590041
111993,66,6885,111966273.242195
111994,114,10718,111968524.691607
111995,83,10220,111971498.270188
111996,124,19276,111971643.776411
111997,95,19668,111971655.729777
111998,122,17834,111972511.998478
111999,66,20352,111972683.728665
112000,111,19630,111973213.805020
112001,116,20819,111974873.730871
112002,111,18779,111975756.325137
112003,160,18906,111976946.544183
112004,89,6308,111977679.624645
112005,110,10977,111978229.270286
112006,176,10756,111978609.659865
112007,172,26458,111978742.334477
112008,124,16003,111979429.832303
112009,432,11998,111980284.757839
112010,118,30000,111981540.938925
112011,204,30000,111983835.784079
112012,140,7221,111984395.640011
112013,164,30000,111985667.236589
112014,108,17106,111986329.751079
112015,179,14223,111986932.164469
112016,263,19202,111988631.907036
112017,99,11819,111989406.973487
112018,114,10987,111992947.834740
112019,91,11867,111994612.051000
112020,94,10192,111994704.703185
112021,79,12538,111995962.501665
112022,138,16860,111996604.419104
112023,274,21875,111997651.974824
112024,110,9176,111998463.232117
112025,163,12837,111998617.998320
112026,178,23003,111998869.661041
112027,176,19660,112000715.129404
112028,114,5605,112002391.172013
112029,55,14258,112002423.828019
112030,91,11867,112002640.392061
112031,132,15097,112004248.803856
112032,171,10256,112004328.889917
112033,115,10767,112004342.488866
112034,108,24734,112005005.447210
112035,299,20484,112005719.580658
112036,160,20198,112006870.776320
112037,84,8118,112007317.128388
112038,432,11869,112007588.846144
112039,165,11263,112008400.041054
112040,116,11929,112009929.373508
112041,200,15716,112011142.377694
112042,357,19126,112011473.964823
112043,142,23865,112014245.516881
112044,88,11851,112015288.371338
112045,80,17111,112016112.610488
112046,177,20245,112016513.659558
112047,194,20213,112016714.374052
112048,119,18735,112017353.052903
112049,106,11540,112017424.415171
112050,105,6427,112017631.293896
112051,87,24818,112017691.471551
112052,116,23552,112018420.888022
112053,94,15384,112018694.215765
112054,461,15510,112020488.442464
112055,83,8916,112021570.627857
112056,181,12422,112022935.236346
112057,148,23147,112023245.250129
112058,121,20558,112024710.438200
112059,85,25277,112024785.663241
112060,163,6811,112025283.488066
112061,125,7571,112025891.887396
112062,176,6873,112026420.862763
112063,100,8061,112026456.373388
112064,107,15653,112026675.658192
112065,79,19786,112026942.113068
112066,95,4318,112027188.849193
112067,87,12039,112027674.871963
112068,112,9647,112027932.181491
112069,226,30000,112029843.520187
112070,117,15940,112030496.382475
112071,84,4126,112031071.903807
112072,91,22820,112031920.919234
112073,160,29870,112032085.799106
112074,179,11823,112032608.769197
112075,90,9474,112032918.224886
112076,152,12920,112033204.398521
112077,76,5447,112033424.531889
112078,110,10876,112036773.402434
112079,149,25939,112037608.726498
112080,106,15731,112038560.083932
112081,154,9335,112039504.318627
112082,108,11701,112040009.541934
112083,100,2860,112040266.380286
112084,253,8170,112041978.595176
112085,111,11943,112042555.554584
112086,101,5954,112042687.560099
112087,148,13097,112045258.851475
112088,107,4995,112045723.088003
112089,83,20293,112048568.979372
112090,129,11536,112048935.289093
112091,72,8831,112049658.782378
112092,123,21115,112050785.754837
112093,140,30000,112051045.071204
112094,122,20167,112052949.582592
112095,136,18573,112054206.912168
112096,134,30000,112057986.058021
112097,205,10770,112060234.603552
112098,217,11902,112060254.694434
112099,87,24818,112062047.018536
112100,94,6078,112062622.143506
112101,160,27723,112065759.321000
112102,175,24957,112066004.870324
112103,93,19901,112066014.204389
112104,84,16171,112067479.268020
112105,182,10808,112068237.156534
112106,82,11581,112068554.007727
112107,144,11552,112068607.167381
112108,114,10987,112069492.263163
112109,231,23244,112069596.891972
112110,136,8285,112070016.929434
112111,209,18926,112072097.658624
112112,116,23552,112073572.339993
112113,78,11995,112074304.609493
112114,175,30000,112076124.722578
112115,151,12783,112076383.672852
112116,114,16985,112076534.102313
112117,87,8165,112077681.707097
112118,169,15702,112079931.500112
112119,97,23772,112080713.342252
112120,78,10379,112081359.249999
112121,116,11929,112081386.750799
112122,130,10965,112081753.887101
112123,110,12611,112082675.727593
112124,67,10059,112083840.694938
112125,66,23341,112083852.195771
112126,77,10028,112085280.659011
112127,164,12577,112085882.117896
112128,142,25039,112088460.717425
112129,97,20085,112090620.525514
112130,112,14556,112091130.947084
112131,167,14502,112092548.033914
112132,127,17567,112093619.509896
112133,221,30000,112094399.661013
112134,148,9716,112094681.154510
112135,94,8056,112094697.076888
112136,82,15785,112095060.856269
112137,155,6196,112098041.407222
112138,118,22701,112100026.691407
112139,166,19193,112100766.700778
112140,206,24071,112100940.318589
112141,160,26162,112101856.390136
112142,93,22291,112102442.086509
112143,64,10803,112103066.295910
112144,102,24680,112107242.903649
112145,74,9719,112107251.389410
112146,167,14502,112110126.846544
112147,116,10075,112110449.855318
112148,178,23579,112111566.608545
112149,110,12117,112112834.120557
112150,151,17873,112114764.833898
112151,126,17785,112117454.257389
112152,126,7120,112119884.154655
112153,84,8169,112119995.691407
112154,129,19561,112120484.606472
112155,205,11825,112121810.392022
112156,109,9071,112122908.907066
112157,156,10834,112125153.555420
112158,140,10620,112127593.686828
112159,118,10781,112128416.270388
112160,99,8591,112129090.781448
112161,117,18675,112129745.184339
112162,166,12555,112134369.840702
112163,137,19348,112137274.968166
112164,103,7783,112137628.199479
112165,120,19498,112140839.402018
112166,179,12340,112142137.129340
112167,140,5891,112143446.517254
112168,104,8346,112146212.041654
112169,238,12566,112147929.430533
112170,55,8163,112149044.277905
112171,218,13973,112149109.776854
112172,91,22074,112150137.453172
112173,102,5281,112150379.346177
112174,95,11682,112151031.569823
112175,123,20435,112152909.519461
112176,226,30000,112153901.454865
112177,59,12044,112154005.654612
112178,136,19564,112154424.659391
112179,225,24190,112155438.057801
112180,76,7169,112155503.082261
112181,152,12086,112156219.123311
112182,170,18809,112156329.472381
112183,93,11281,112156896.277820
112184,57,11968,112157263.387371
112185,112,26746,112157730.107330
112186,84,11075,112158970.297626
112187,155,4754,112159405.449442
112188,83,30000,112160098.374783
112189,93,19901,112160363.661996
112190,113,4599,112160930.931050
112191,150,30000,112162176.489847
112192,113,11440,112162405.585870
112193,184,12824,112162954.838230
112194,88,12147,112164201.520883
112195,104,11981,112165485.088283
112196,216,24690,112165947.742074
112197,160,19481,112169651.994858
112198,65,16242,112170807.404980
112199,156,9048,112171477.684563
112200,400,22886,112171706.256408
112201,158,28443,112172203.191836
112202,151,12783,112173386.662751
112203,357,16074,112173625.615008
112204,137,13373,112175135.420580
112205,156,10794,112175172.681458
112206,118,16188,112175522.555262
112207,98,16647,112176188.865711
112208,118,11247,112178136.424316
112209,106,8500,112178364.019007
112210,89,6308,112179662.332668
112211,389,8337,112180477.356928
112212,78,12347,112181148.787910
112213,106,4531,112181379.421762
112214,96,15368,112181523.356412
112215,179,17265,112184416.552124
112216,147,14827,112185733.712889
112217,220,28736,112185800.439722
112218,168,10603,112185923.208965
112219,83,30000,112187602.470086
112220,114,7712,112188463.406891
112221,185,30000,112190783.621136
112222,131,4849,112190831.945250
112223,117,12152,112195018.731587
112224,127,9785,112195910.245461
112225,91,11933,112196312.644425
112226,128,9147,112196971.029617
112227,175,20792,112196984.377643
112228,160,15322,112200305.286038
112229,154,14462,112200761.036074
112230,137,22772,112201699.210995
112231,101,16220,112202095.124013
112232,1336,20028,112202151.360130
112233,138,14006,112202317.160095
112234,84,4126,112204147.867069
112235,303,11878,112204843.332471
112236,176,9058,112205494.887400
112237,164,30000,112205510.105371
112238,160,13038,112205967.064167
112239,152,9134,112207186.229021
112240,122,16890,112208783.061060
112241,91,21506,112208812.897974
112242,190,15299,112211367.556180
112243,110,7654,112211659.720054
112244,207,30000,112212013.205985
112245,551,30000,112213117.159552
112246,132,9646,112213668.673651
112247,119,13908,112213883.061843
112248,93,7469,112216617.635544
112249,181,12889,112217353.577393
112250,72,7217,112218651.155735
112251,106,11559,112219627.963578
112252,87,22696,112223053.370777
112253,91,9957,112223204.906710
112254,144,7305,112223447.637440
112255,144,14291,112223609.368148
112256,216,24771,112224024.205151
112257,85,29473,112224186.102618
112258,135,6511,112224206.905843
112259,148,22046,112225148.695076
112260,142,13893,112225814.750384
112261,112,21065,112226589.263004
112262,128,13597,112227713.080678
112263,156,11356,112228388.671160
112264,160,13038,112229286.438611
112265,132,12065,112230100.860234
112266,168,10603,112230336.843290
112267,219,30000,112230531.847705
112268,125,9992,112231586.924313
112269,162,3405,112231957.709275
112270,126,20113,112234539.761890
112271,109,8384,112234900.085337
112272,132,18578,112235204.690690
112273,104,10911,112235708.365369
112274,160,30000,112235903.709304
112275,104,7209,112238713.365463
112276,97,9063,112240777.004584
112277,429,22074,112241152.864081
112278,139,10106,112242834.404736
112279,138,7970,112242899.243672
112280,217,20920,112244804.971759
112281,124,19917,112245684.719635
112282,56,4672,112248425.382695
112283,209,18337,112249751.670650
112284,461,15510,112250257.153549
112285,100,20577,112250602.458772
112286,357,16080,112250888.795847
112287,89,6605,112254940.886729
112288,92,17333,112256632.039072
112289,91,27640,112257298.225284
112290,140,5891,112258033.645589
112291,192,22150,112258912.272199
112292,64,28269,112259623.101830
112293,152,9134,112260579.134375
112294,198,10935,112261624.366546
112295,92,10752,112262293.057876
112296,146,5067,112262916.866096
112297,115,9620,112263961.691885
112298,64,12251,112266073.503598
112299,97,30000,112268661.626150
112300,132,13714,112269024.570436
112301,143,25734,112269282.291784
112302,166,20118,112271461.419456
112303,54,9852,112271679.834058
112304,122,17834,112272321.419340
112305,193,12216,112273094.461093
112306,136,21161,112273633.220885
112307,77,7830,112275831.122591
112308,150,9413,112276434.983308
112309,85,7283,112276754.010567
112310,104,8154,112276795.970052
112311,91,12672,112277037.770138
112312,141,11808,112278350.380702
112313,202,30000,112278529.324188
112314,145,14776,112279944.679907
112315,172,26458,112281427.722385
112316,72,7326,112286167.150147
112317,134,12529,112287301.645258
112318,116,23552,112287478.237635
112319,129,9017,112288337.007244
112320,146,15565,112288724.344134
112321,182,11758,112288810.929803
112322,150,16945,112292385.990599
112323,152,19536,112292845.684675
112324,118,21269,112294193.917188
112325,202,9825,112294270.777531
112326,108,11737,112294602.150529
112327,109,11916,112295097.776343
112328,160,20198,112296375.760688
112329,154,5658,112299048.630096
112330,142,9722,112299238.430734
112331,99,4751,112300465.612937
112332,150,12235,112301789.292562
112333,64,10803,112304460.509921
112334,405,25909,112304820.800313
112335,152,19536,112305338.608648
112336,102,13947,112305599.092222
112337,169,15022,112306283.908898
112338,102,17019,112307175.312904
112339,129,9463,112307362.340754
112340,217,16749,112307537.396885
112341,93,12447,112307713.853122
112342,104,5583,112307954.908355
112343,93,12790,112308250.011191
112344,57,12092,112311459.288776
112345,258,10745,112312539.269165
112346,100,5246,112314111.074267
112347,212,22029,112315410.755556
112348,108,23355,112315751.363700
112349,85,6762,112315978.030286
112350,101,5404,112317172.517974
112351,100,7010,112317785.263728
112352,170,15739,112319155.512640
112353,90,5168,112319265.053183
112354,215,30000,112320437.041714
112355,432,11809,112321501.375440
112356,176,10756,112325575.820716
112357,212,5237,112326063.749667
112358,192,27161,112326652.531038
112359,150,7844,112327248.200278
112360,133,6729,112327598.659733
112361,184,30000,112328213.725159
112362,149,18137,112328221.076612
112363,223,30000,112328239.180716
112364,102,18027,112328833.820717
112365,75,6335,112331117.881074
112366,154,8059,112331142.687296
112367,102,10825,112332464.571128
112368,282,12502,112332493.397037
112369,108,4326,112332974.834208
112370,271,7167,112334238.964097
112371,223,30000,112335807.502265
112372,114,8582,112336957.437932
112373,110,9176,112339364.008459
112374,111,14918,112339442.388850
112375,78,11995,112340179.063461
112376,98,30000,112340840.537728
112377,252,26333,112341269.365666
112378,68,10509,112341549.544437
112379,550,9704,112343474.640061
112380,164,30000,112344656.605032
112381,103,11928,112345157.315269
112382,185,30000,112346840.609163
112383,85,28566,112349072.035306
112384,150,9413,112350819.580596
112385,111,15142,112350821.713422
112386,107,15653,112350841.562344
112387,168,30000,112350913.545367
112388,150,14938,112351234.152185
112389,197,18312,112352431.551591
112390,83,30000,112352579.100280
112391,118,30000,112352669.725124
112392,155,5602,112353369.997020
112393,122,7852,112357673.114630
112394,176,30000,112357849.623362
112395,218,14070,112358927.325211
112396,89,22950,112359874.155646
112397,146,7382,112360562.006473
112398,95,9737,112360625.781447
112399,149,30000,112360761.753807
112400,533,30000,112360963.567727
112401,128,6988,112362074.488256
112402,137,6563,112362537.388716
112403,83,30000,112362770.964161
112404,168,30000,112363549.615311
112405,78,7649,112366172.809086
112406,169,19227,112366400.996879
112407,85,7612,112367598.231375
112408,108,26012,112367992.381067
112409,98,16647,112369286.502398
112410,99,4745,112369346.178172
112411,124,8698,112371373.420013
112412,183,16009,112372995.644992
112413,111,9140,112373977.662595
112414,171,10256,112374307.448829
112415,97,29948,112374471.612049
112416,93,16132,112374494.382169
112417,97,12854,112374839.502724
112418,155,30000,112375068.525476
112419,161,8507,112376057.102427
112420,130,11841,112377131.865519
112421,196,22498,112377405.255484
112422,123,9255,112377826.204922
112423,263,30000,112379858.007671
112424,191,30000,112380430.184977
112425,151,15611,112380568.122010
112426,234,19231,112381012.518406
112427,131,21433,112381686.652874
112428,109,6011,112384382.595805
112429,220,30000,112384640.528855
112430,99,7834,112384750.149781
112431,93,11494,112387794.249932
112432,93,14284,112389495.420687
112433,260,27123,112389953.735438
112434,137,24646,112390012.800680
112435,202,30000,112390336.689421
112436,98,10006,112391069.445496
112437,134,9760,112391092.979882
112438,134,9863,112393646.000662
112439,79,8194,112394295.907309
112440,159,10225,112394904.807854
112441,138,15328,112396236.722712
112442,122,12495,112396315.711597
112443,73,27190,112397749.671786
112444,225,24190,112398155.796602
112445,591,30000,112398478.969058
112446,135,5442,112400747.458508
112447,72,8865,112401072.030565
112448,124,20908,112401634.467115
112449,114,5528,112403720.129075
112450,123,9787,112404033.553724
112451,192,20745,112406135.033100
112452,142,14927,112406162.947833
112453,411,24206,112408787.524111
112454,357,19126,112409349.514261
112455,85,7283,112409783.245508
112456,98,23309,112412766.414306
112457,92,7349,112413642.659997
112458,146,18516,112414052.034690
112459,245,10134,112414466.269021
112460,144,10734,112414547.784197
112461,167,13151,112415086.156626
112462,173,16203,112415458.551983
112463,93,9296,112415678.429992
112464,98,13662,112416015.870655
112465,257,13956,112417709.010481
112466,600,28478,112418520.326499
112467,147,7886,112419193.805473
112468,104,6119,112421058.776440
112469,229,30000,112421946.816760
112470,98,25592,112423417.375949
112471,158,10950,112424409.193512
112472,189,30000,112424689.821894
112473,94,7179,112426810.357684
112474,153,11857,112429113.518040
112475,125,8067,112429713.617112
112476,102,6467,112429970.537073
112477,64,12909,112431531.077799
112478,103,7251,112432221.765980
112479,111,8033,112432253.583921
112480,220,27115,112434295.821085
112481,93,22291,112436850.234770
112482,89,17674,112437031.004126
112483,200,15716,112437190.016339
112484,83,4475,112437257.353086
112485,152,12086,112437849.795648
112486,185,30000,112438502.223452
112487,108,24734,112440112.252154
112488,118,11546,112440650.331169
112489,82,17077,112440871.456108
112490,253,12815,112442304.527213
112491,118,9687,112443083.753650
112492,105,6427,112444149.267643
112493,154,14707,112444882.734544
112494,183,12884,112445083.811002
112495,98,30000,112446228.375266
112496,166,7808,112446816.299756
112497,91,12789,112447332.438821
112498,135,9672,112447440.623064
112499,106,11540,112448102.567953
112500,179,22440,112448124.932911
112501,490,19674,112449110.964686
112502,432,11809,112450518.406158
112503,271,10026,112451658.258744
112504,169,10289,112452924.402797
112505,105,8516,112453492.389900
112506,118,8478,112453570.703852
112507,80,19298,112454242.103434
112508,115,6668,112454415.428219
112509,148,12389,112455568.573943
112510,133,6729,112458141.687058
112511,102,6467,112464626.823324
112512,214,11500,112464796.495433
112513,198,26278,112465195.964680
112514,139,27871,112465514.346126
112515,140,7356,112466883.988955
112516,156,8435,112468662.818942
112517,102,26628,112471622.892467
112518,116,20819,112472186.797556
112519,150,30000,112473023.356906
112520,120,11016,112473675.053321
112521,85,19227,112473675.799176
112522,118,6389,112473991.711179
112523,202,8084,112474533.469678
112524,105,16649,112475038.491260
112525,137,19819,112475609.153376
112526,172,9391,112476622.646663
112527,234,18537,112477206.216015
112528,123,23698,112480448.582592
112529,155,5602,112480689.089282
112530,119,13908,112482461.959285
112531,220,30000,112483311.664483
112532,55,12515,112485980.019141
112533,206,30000,112488605.278194
112534,149,14605,112488710.278984
112535,114,16148,112489057.886961
112536,196,11466,112489073.770451
112537,66,22432,112489698.343891
112538,193,30000,112491597.769624
112539,66,7469,112491748.102500
112540,123,23980,112492794.309723
112541,131,8272,112492922.387047
112542,55,14100,112493172.699380
112543,78,10803,112493490.723839
112544,54,10475,112494018.170596
112545,166,7808,112494498.634711
112546,104,6119,112494618.861311
112547,128,9626,112494999.414809
112548,196,11466,112495769.282351
112549,99,10997,112495788.488669
112550,162,20719,112497333.111020
112551,138,9676,112497771.656511
112552,132,16259,112497931.636653
112553,84,15684,112498373.064213
112554,135,10667,112498751.690091
112555,116,4685,112498829.476146
112556,108,29696,112499069.723764
112557,94,7179,112499080.620101
112558,153,10456,112499159.776389
112559,113,11910,112501304.052483
112560,57,10575,112505187.775849
112561,146,12633,112506468.615132
112562,126,12984,112510323.875707
112563,347,11910,112511688.542821
112564,154,13959,112513239.407287
112565,80,12714,112513784.519582
112566,234,18537,112514431.827443
112567,190,28243,112516787.836643
112568,203,5283,112517055.360166
112569,82,12795,112517072.885466
112570,490,19674,112517312.748791
112571,138,3810,112518181.701329
112572,68,10119,112520318.441484
112573,72,7326,112520846.653994
112574,198,30000,112522476.674577
112575,382,27908,112523151.923015
112576,116,23552,112526441.735987
112577,111,30000,112526806.027564
112578,118,21269,112527609.355414
112579,389,8337,112527625.676212
112580,126,11852,112529175.959780
112581,101,6757,112529372.645725
112582,70,14482,112530950.459535
112583,275,11976,112533266.735015
112584,245,11000,112534157.719698
112585,140,9732,112534203.163005
112586,75,12838,112537041.509080
112587,75,12838,112537405.056540
112588,155,5147,112539119.014779
112589,206,24071,112539537.325773
112590,241,11910,112540128.852538
112591,153,11857,112542372.214097
112592,123,12867,112542540.000854
112593,70,4183,112543847.332412
112594,94,9986,112544708.445169
112595,105,8516,112545351.571425
112596,184,21635,112547572.309634
112597,101,16220,112548537.045268
112598,195,5936,112548868.502672
112599,110,11702,112549645.955808
112600,131,11152,112550513.405564
112601,54,2175,112550969.369538
112602,123,11475,112551309.374083
112603,140,23373,112551345.381758
112604,129,7372,112552369.517016
112605,159,11939,112553263.632946
112606,100,8596,112553706.202885
112607,105,10347,112554588.305232
112608,131,21433,112556272.845510
112609,123,7671,112557132.634005
112610,185,4681,112557353.771937
112611,67,1404,112557638.728503
112612,161,11598,112558694.225621
112613,172,14779,112560923.849817
112614,160,18906,112561809.907287
112615,153,12254,112562185.707375
112616,109,13018,112563145.768368
112617,85,22026,112564605.349785
112618,214,11500,112564606.414967
112619,155,10826,112564615.861086
112620,82,12795,112565132.338671
112621,154,10189,112570143.123444
112622,64,24089,112571126.246336
112623,138,14006,112571274.593205
112624,116,6730,112571532.752538
112625,176,21834,112571569.403819
112626,192,24306,112572847.608941
112627,234,23074,112572896.243358
112628,90,9474,112576379.192059
112629,72,4307,112578004.864441
112630,77,12730,112578248.928335
112631,125,9259,112578281.346910
112632,159,19791,112579300.421852
112633,63,12249,112582964.403184
112634,129,19582,112585246.679472
112635,102,20267,112587272.632324
112636,215,30000,112588615.799863
112637,77,7830,112589158.433086
112638,79,8665,112589908.094964
112639,119,12493,112590736.567835
112640,275,11976,112590959.988382
112641,99,4413,112592076.363080
112642,117,15503,112592149.575725
112643,120,11929,112592511.361230
112644,116,26002,112594207.088534
112645,95,6241,112595142.829058
112646,144,7534,112598061.065582
112647,82,8877,112599063.281513
112648,192,11655,112599188.504922
112649,183,21157,112600020.047696
112650,130,21870,112600774.495450
112651,129,15415,112601090.568454
112652,102,12003,112601682.294937
112653,99,5037,112602297.456530
112654,117,11152,112603418.083288
112655,131,16795,112606462.628008
112656,121,5348,112606594.216937
112657,196,7994,112606637.389873
112658,119,17905,112609969.909933
112659,95,12474,112610378.430486
112660,113,12209,112610696.292055
112661,224,30000,112611145.912016
112662,67,8697,112612711.956271
112663,86,6033,112613672.464442
112664,93,28417,112614975.801273
112665,83,30000,112615459.898397
112666,96,8739,112615706.848851
112667,128,10844,112616813.288742
112668,126,8471,112622091.588851
112669,155,10128,112626254.001851
112670,170,18809,112628422.807184
112671,111,14762,112628872.767238
112672,188,30000,112630947.559440
112673,145,14776,112631980.597385
112674,95,19668,112632590.283842
112675,111,11089,112632822.342920
112676,105,13710,112633328.739338
112677,97,12426,112633870.036009
112678,148,17136,112636168.451563
112679,136,24985,112637619.184334
112680,196,22498,112637850.606282
112681,108,8275,112637965.545699
112682,129,15415,112639303.743905
112683,187,16179,112639325.697495
112684,104,16554,112639342.898934
112685,108,9152,112639343.953232
112686,203,5283,112641996.313077
112687,151,10297,112643160.871543
112688,141,28115,112645667.693603
112689,394,28505,112646517.373200
112690,282,18336,112646993.615975
112691,153,13985,112648212.137842
112692,154,14462,112648582.484802
112693,127,18045,112651330.752254
112694,159,10225,112652273.537207
112695,285,10729,112652316.329292
112696,140,22279,112652498.603022
112697,136,30000,112653598.624077
112698,163,6811,112654260.541721
112699,94,11910,112654415.380428
112700,178,23003,112654873.378122
112701,189,11703,112656402.566610
112702,66,22432,112656516.648011
112703,135,22238,112657662.916070
112704,123,30000,112657703.890724
112705,120,12324,112657706.472798
112706,130,16767,112658447.852299
112707,99,7407,112659916.855344
112708,176,9580,112661213.216548
112709,84,8169,112661299.129578
112710,127,9755,112662364.853945
112711,108,26012,112662649.105685
112712,107,18653,112664374.161016
112713,67,8789,112665167.677914
112714,98,30000,112665588.200722
112715,121,7789,112665775.287195
112716,93,16132,112668657.360472
112717,220,28736,112670315.463884
112718,103,17330,112671069.664056
112719,148,22505,112671739.363445
112720,175,20792,112672267.613788
112721,150,15861,112672957.337933
112722,159,10449,112673082.979520
112723,162,18332,112675005.435677
112724,252,27042,112675241.290956
112725,134,12093,112675282.780021
112726,146,5739,112676087.577438
112727,160,18538,112677797.462711
112728,90,9474,112678202.752092
112729,89,22950,112679178.568735
112730,179,14429,112679353.130882
112731,136,24985,112680683.452139
112732,115,10129,112681121.940272
112733,111,30000,112683644.630375
112734,98,10669,112683786.776303
112735,78,11995,112684842.231019
112736,108,29302,112685469.467466
112737,149,10286,112685569.906662
112738,141,10674,112687820.880795
112739,68,30000,112688094.227801
112740,98,30000,112688256.869748
112741,194,20213,112694512.187503
112742,271,8631,112695549.485161
112743,148,12301,112695807.983769
112744,128,13597,112699102.546817
112745,115,9620,112699683.407314
112746,194,19964,112700558.587185
112747,140,22279,112700750.922067
112748,114,11754,112702593.914517
112749,95,8132,112702966.456042
112750,170,7837,112703100.348891
112751,109,12057,112704066.979788
112752,137,10819,112704275.467123
112753,108,17316,112704522.363329
112754,177,10139,112704940.848354
112755,144,7534,112705265.923674
112756,169,17411,112705308.912510
112757,75,6761,112706410.701254
112758,164,15950,112707928.650845
112759,138,25271,112707964.902102
112760,194,19964,112708608.861193
112761,94,11910,112708985.721756
112762,63,11907,112710077.950133
112763,128,30000,112710517.525806
112764,134,9760,112711755.461497
112765,68,10509,112712289.621253
112766,185,7600,112712401.114316
112767,113,15282,112712773.355123
112768,108,22253,112712904.286389
112769,154,9335,112713608.288399
112770,423,12726,112713872.465993
112771,185,30000,112714099.755283
112772,83,6346,112714570.172461
112773,134,9863,112716001.073859
112774,78,11434,112718578.883870
112775,159,7545,112719381.192922
112776,159,7545,112719908.889693
112777,124,30000,112720720.030564
112778,108,28878,112721311.239031
112779,89,4301,112721494.930302
112780,92,30000,112722093.361148
112781,113,12209,112722699.652570
112782,202,18471,112723096.004410
112783,89,15090,112724232.624383
112784,183,23690,112724640.262523
112785,116,9022,112725491.179813
112786,101,2852,112725562.695490
112787,192,24306,112728990.542806
112788,116,10223,112729137.998707
112789,65,16242,112735168.150307
112790,149,18137,112736099.715976
112791,102,4433,112738952.143802
112792,64,12188,112740040.505247
112793,124,14514,112740659.494798
112794,282,12502,112743865.812035
112795,78,11279,112744090.953534
112796,373,27305,112744500.827750
112797,170,18809,112746375.771112
112798,140,11781,112746884.481678
112799,113,9240,112747386.938743
112800,129,19582,112750139.890175
112801,106,4531,112750160.693282
112802,100,28128,112752267.927094
112803,72,7217,112753967.424662
112804,131,9765,112753970.978906
112805,183,21490,112756335.766415
112806,376,15377,112757016.071999
112807,177,10975,112758109.959154
112808,166,14104,112758949.863025
112809,129,20683,112761370.265984
112810,84,8831,112761376.737792
112811,195,18385,112761723.178571
112812,118,11286,112762900.400643
112813,128,7035,112763251.417893
112814,397,6651,112763792.756394
112815,183,30000,112765102.659650
112816,85,28566,112765622.899964
112817,169,10289,112767334.063469
112818,92,8896,112768400.647881
112819,157,11311,112768582.513844
112820,113,16977,112768741.982542
112821,194,26488,112768802.309708
112822,394,30000,112770079.518692
112823,192,27161,112771068.707150
112824,191,25127,112771541.544357
112825,212,7047,112772148.102696
112826,133,10001,112774473.320889
112827,124,25167,112774692.778482
112828,90,12048,112776584.120165
112829,180,17331,112778584.553390
112830,218,13570,112779341.867134
112831,143,30000,112779584.668265
112832,107,4514,112781890.845045
112833,128,6196,112782323.491209
112834,144,11343,112782844.127434
112835,261,11596,112783193.643001
112836,106,11499,112783413.088542
112837,123,24079,112783479.838714
112838,131,9765,112784871.358767
112839,175,30000,112785183.946669
112840,164,30000,112785384.504467
112841,105,12881,112789458.594112
112842,118,9983,112789816.857693
112843,109,13505,112790475.508278
112844,205,11785,112792513.173500
112845,119,2184,112799004.684684
112846,169,13706,112799086.922999
112847,118,12017,112799326.907127
112848,72,6603,112800949.325954
112849,134,11239,112805013.071234
112850,123,9449,112805509.106117
112851,103,7251,112808888.739444
112852,125,10742,112809827.124654
112853,182,10235,112810090.566154
112854,221,30000,112811133.259314
112855,187,12224,112811311.574346
112856,253,12815,112813927.107327
112857,142,14927,112815377.127661
112858,139,11596,112816611.066603
112859,70,4489,112816669.257058
112860,115,12486,112816999.907530
112861,78,3261,112817365.787843
112862,187,17374,112817473.203640
112863,96,10057,112819212.279207
112864,196,8904,112820669.402473
112865,101,16220,112821961.083819
112866,114,16148,112822902.187958
112867,202,9339,112823701.605338
112868,267,11288,112824101.045241
